Gene stable ID	GO term accession
ENSCHAG00000010242	GO:0005524
ENSCHAG00000010243	
ENSCHAG00000010244	GO:0005515
ENSCHAG00000010245	GO:0004674
ENSCHAG00000010245	GO:0006468
ENSCHAG00000010245	GO:0004672
ENSCHAG00000010245	GO:0005524
ENSCHAG00000010246	GO:0006357
ENSCHAG00000010248	
ENSCHAG00000010250	GO:0051260
ENSCHAG00000010250	GO:0005515
ENSCHAG00000010251	
ENSCHAG00000010252	
ENSCHAG00000010253	GO:0055074
ENSCHAG00000010253	GO:0005509
ENSCHAG00000010254	
ENSCHAG00000010255	
ENSCHAG00000010256	GO:0005515
ENSCHAG00000010256	
ENSCHAG00000010257	GO:0005242
ENSCHAG00000010257	GO:0006813
ENSCHAG00000010257	GO:0016020
ENSCHAG00000010257	GO:0016021
ENSCHAG00000010258	GO:0008373
ENSCHAG00000010258	GO:0006486
ENSCHAG00000010259	
ENSCHAG00000010260	
ENSCHAG00000010261	GO:0046488
ENSCHAG00000010261	GO:0016307
ENSCHAG00000010261	GO:0016308
ENSCHAG00000010261	GO:0048634
ENSCHAG00000010262	GO:0006096
ENSCHAG00000010262	GO:0016868
ENSCHAG00000010262	GO:0004619
ENSCHAG00000010262	GO:0003824
ENSCHAG00000010263	GO:0005542
ENSCHAG00000010263	GO:0016740
ENSCHAG00000010264	
ENSCHAG00000010265	GO:0031234
ENSCHAG00000010265	GO:2000249
ENSCHAG00000010265	GO:0030500
ENSCHAG00000010265	GO:0002688
ENSCHAG00000010265	GO:0007172
ENSCHAG00000010265	GO:0030155
ENSCHAG00000010265	GO:0004715
ENSCHAG00000010265	GO:0045765
ENSCHAG00000010265	GO:0030334
ENSCHAG00000010265	GO:0005925
ENSCHAG00000010265	GO:0004713
ENSCHAG00000010265	GO:0005856
ENSCHAG00000010265	GO:0042127
ENSCHAG00000010265	GO:0007165
ENSCHAG00000010265	GO:0006468
ENSCHAG00000010265	GO:0004672
ENSCHAG00000010265	GO:0005524
ENSCHAG00000010266	GO:0009612
ENSCHAG00000010266	GO:0006874
ENSCHAG00000010266	GO:0005388
ENSCHAG00000010266	GO:0006816
ENSCHAG00000010266	GO:0000166
ENSCHAG00000010266	GO:0016021
ENSCHAG00000010266	GO:0006937
ENSCHAG00000010266	GO:0045932
ENSCHAG00000010266	GO:0090076
ENSCHAG00000010267	GO:0003676
ENSCHAG00000010268	GO:0003677
ENSCHAG00000010268	GO:0008270
ENSCHAG00000010269	GO:0045087
ENSCHAG00000010269	GO:0006954
ENSCHAG00000010269	GO:0042981
ENSCHAG00000010270	GO:0005515
ENSCHAG00000010271	GO:0008373
ENSCHAG00000010271	GO:0006486
ENSCHAG00000010272	GO:0001525
ENSCHAG00000010272	GO:0060217
ENSCHAG00000010272	GO:0003700
ENSCHAG00000010272	GO:0006355
ENSCHAG00000010272	GO:0043565
ENSCHAG00000010273	GO:0005515
ENSCHAG00000010274	
ENSCHAG00000010274	GO:0005515
ENSCHAG00000010275	GO:0008270
ENSCHAG00000010275	GO:0005515
ENSCHAG00000010276	
ENSCHAG00000010277	
ENSCHAG00000010278	GO:0005783
ENSCHAG00000010279	
ENSCHAG00000010280	
ENSCHAG00000010282	GO:0006412
ENSCHAG00000010282	GO:0005840
ENSCHAG00000010282	GO:0003735
ENSCHAG00000010283	GO:0003676
ENSCHAG00000010284	GO:0006886
ENSCHAG00000010284	GO:0016020
ENSCHAG00000010284	GO:0017157
ENSCHAG00000010285	
ENSCHAG00000010286	GO:0003676
ENSCHAG00000010287	GO:0006432
ENSCHAG00000010287	GO:0004826
ENSCHAG00000010287	GO:0000166
ENSCHAG00000010287	GO:0000287
ENSCHAG00000010287	GO:0005737
ENSCHAG00000010287	GO:0003723
ENSCHAG00000010287	GO:0005524
ENSCHAG00000010289	GO:0007264
ENSCHAG00000010289	GO:0005525
ENSCHAG00000010289	GO:0003924
ENSCHAG00000010290	
ENSCHAG00000010290	GO:0030247
ENSCHAG00000010290	GO:0005044
ENSCHAG00000010290	GO:0006955
ENSCHAG00000010291	GO:0004430
ENSCHAG00000010292	
ENSCHAG00000010293	GO:0005515
ENSCHAG00000010294	GO:0016021
ENSCHAG00000010295	GO:0001534
ENSCHAG00000010295	GO:0060294
ENSCHAG00000010295	GO:0060271
ENSCHAG00000010295	GO:0005929
ENSCHAG00000010295	GO:0005930
ENSCHAG00000010295	GO:0003341
ENSCHAG00000010295	GO:0035082
ENSCHAG00000010295	GO:0060091
ENSCHAG00000010296	GO:0071482
ENSCHAG00000010296	GO:0007216
ENSCHAG00000010296	GO:0051262
ENSCHAG00000010296	GO:0005261
ENSCHAG00000010296	GO:0034220
ENSCHAG00000010296	GO:0055085
ENSCHAG00000010296	GO:0006811
ENSCHAG00000010296	GO:0005216
ENSCHAG00000010296	GO:0016020
ENSCHAG00000010296	GO:0016021
ENSCHAG00000010297	GO:0071542
ENSCHAG00000010298	GO:0016021
ENSCHAG00000010299	
ENSCHAG00000010300	GO:0003677
ENSCHAG00000010301	GO:0005680
ENSCHAG00000010301	GO:0005515
ENSCHAG00000010302	GO:0005515
ENSCHAG00000010303	
ENSCHAG00000010304	GO:0016021
ENSCHAG00000010305	GO:0016021
ENSCHAG00000010306	
ENSCHAG00000010307	GO:0008285
ENSCHAG00000010308	GO:0007186
ENSCHAG00000010308	GO:0004930
ENSCHAG00000010308	GO:0016021
ENSCHAG00000010309	GO:0004332
ENSCHAG00000010309	GO:0006096
ENSCHAG00000010309	GO:0003824
ENSCHAG00000010310	GO:0005667
ENSCHAG00000010310	GO:0005737
ENSCHAG00000010310	GO:0005634
ENSCHAG00000010310	GO:0046983
ENSCHAG00000010310	GO:0003700
ENSCHAG00000010310	GO:0006355
ENSCHAG00000010310	GO:0009416
ENSCHAG00000010310	GO:0007623
ENSCHAG00000010310	GO:0009648
ENSCHAG00000010311	GO:0034146
ENSCHAG00000010311	GO:0001819
ENSCHAG00000010311	GO:0042742
ENSCHAG00000010311	GO:0002755
ENSCHAG00000010311	GO:0045087
ENSCHAG00000010311	GO:0002224
ENSCHAG00000010311	GO:0004888
ENSCHAG00000010311	GO:0007165
ENSCHAG00000010311	GO:0016021
ENSCHAG00000010311	GO:0006955
ENSCHAG00000010311	GO:0005515
ENSCHAG00000010313	GO:0000276
ENSCHAG00000010313	GO:0015986
ENSCHAG00000010313	GO:0015078
ENSCHAG00000010315	GO:0009897
ENSCHAG00000010315	GO:0007624
ENSCHAG00000010315	GO:0001944
ENSCHAG00000010315	GO:0016491
ENSCHAG00000010315	GO:0003676
ENSCHAG00000010316	GO:0004602
ENSCHAG00000010316	GO:0006979
ENSCHAG00000010316	GO:0055114
ENSCHAG00000010317	GO:0045664
ENSCHAG00000010317	GO:0050768
ENSCHAG00000010317	GO:0045892
ENSCHAG00000010317	GO:0005737
ENSCHAG00000010317	GO:0005634
ENSCHAG00000010317	GO:0046983
ENSCHAG00000010318	
ENSCHAG00000010319	
ENSCHAG00000010320	GO:0034146
ENSCHAG00000010320	GO:0001819
ENSCHAG00000010320	GO:0042742
ENSCHAG00000010320	GO:0002755
ENSCHAG00000010320	GO:0045087
ENSCHAG00000010320	GO:0002224
ENSCHAG00000010320	GO:0004888
ENSCHAG00000010320	GO:0016021
ENSCHAG00000010320	GO:0006955
ENSCHAG00000010320	GO:0005515
ENSCHAG00000010321	GO:0006308
ENSCHAG00000010321	GO:0004536
ENSCHAG00000010322	GO:0030915
ENSCHAG00000010322	GO:0000724
ENSCHAG00000010322	GO:0007062
ENSCHAG00000010322	GO:0006281
ENSCHAG00000010323	GO:0005509
ENSCHAG00000010324	GO:0007601
ENSCHAG00000010325	
ENSCHAG00000010326	GO:0004731
ENSCHAG00000010326	GO:0006139
ENSCHAG00000010326	GO:0009116
ENSCHAG00000010326	GO:0003824
ENSCHAG00000010327	GO:0031012
ENSCHAG00000010327	GO:0004222
ENSCHAG00000010327	GO:0008237
ENSCHAG00000010327	GO:0006508
ENSCHAG00000010327	GO:0008270
ENSCHAG00000010328	GO:0030553
ENSCHAG00000010328	GO:0007601
ENSCHAG00000010328	GO:0004114
ENSCHAG00000010329	GO:0023052
ENSCHAG00000010330	
ENSCHAG00000010331	GO:0001664
ENSCHAG00000010333	GO:0001878
ENSCHAG00000010333	GO:0016787
ENSCHAG00000010334	GO:0006334
ENSCHAG00000010334	GO:0000786
ENSCHAG00000010334	GO:0003677
ENSCHAG00000010335	GO:0003700
ENSCHAG00000010335	GO:0006355
ENSCHAG00000010335	GO:0008270
ENSCHAG00000010335	GO:0043565
ENSCHAG00000010335	GO:0001944
ENSCHAG00000010335	GO:1904888
ENSCHAG00000010335	GO:0060841
ENSCHAG00000010335	GO:0035476
ENSCHAG00000010336	GO:0007602
ENSCHAG00000010336	GO:0007186
ENSCHAG00000010336	GO:0004930
ENSCHAG00000010336	GO:0016021
ENSCHAG00000010337	GO:0030374
ENSCHAG00000010337	GO:0035257
ENSCHAG00000010337	GO:0003713
ENSCHAG00000010337	GO:0005634
ENSCHAG00000010337	GO:0046983
ENSCHAG00000010337	GO:0006355
ENSCHAG00000010338	GO:0006166
ENSCHAG00000010338	GO:0004422
ENSCHAG00000010338	GO:0009116
ENSCHAG00000010339	GO:0006887
ENSCHAG00000010339	GO:0006886
ENSCHAG00000010340	GO:0005634
ENSCHAG00000010340	GO:0006355
ENSCHAG00000010340	GO:0008270
ENSCHAG00000010341	GO:0007165
ENSCHAG00000010342	GO:0005515
ENSCHAG00000010344	GO:0005509
ENSCHAG00000010345	GO:0008484
ENSCHAG00000010345	GO:0003824
ENSCHAG00000010346	GO:0098609
ENSCHAG00000010346	GO:0016020
ENSCHAG00000010348	GO:0030433
ENSCHAG00000010348	GO:0005515
ENSCHAG00000010349	
ENSCHAG00000010350	GO:0016020
ENSCHAG00000010351	
ENSCHAG00000010352	GO:0005509
ENSCHAG00000010353	
ENSCHAG00000010355	
ENSCHAG00000010356	
ENSCHAG00000010358	GO:0004719
ENSCHAG00000010358	GO:0006464
ENSCHAG00000010359	GO:0032012
ENSCHAG00000010360	GO:0030242
ENSCHAG00000010360	GO:0000062
ENSCHAG00000010361	GO:0004415
ENSCHAG00000010361	GO:0005975
ENSCHAG00000010361	GO:0003824
ENSCHAG00000010362	
ENSCHAG00000010365	GO:0016567
ENSCHAG00000010365	GO:0004842
ENSCHAG00000010365	GO:0046872
ENSCHAG00000010365	GO:0008270
ENSCHAG00000010365	GO:0005515
ENSCHAG00000010366	GO:0007268
ENSCHAG00000010366	GO:0008021
ENSCHAG00000010366	GO:0001540
ENSCHAG00000010367	GO:0046983
ENSCHAG00000010369	
ENSCHAG00000010370	GO:0005794
ENSCHAG00000010372	GO:0097485
ENSCHAG00000010372	GO:0070997
ENSCHAG00000010372	GO:0016810
ENSCHAG00000010372	GO:0005737
ENSCHAG00000010372	GO:0016787
ENSCHAG00000010373	
ENSCHAG00000010375	GO:0005452
ENSCHAG00000010375	GO:0008509
ENSCHAG00000010375	GO:0006820
ENSCHAG00000010375	GO:0070509
ENSCHAG00000010375	GO:0015106
ENSCHAG00000010375	GO:0015301
ENSCHAG00000010375	GO:0022857
ENSCHAG00000010375	GO:0016020
ENSCHAG00000010375	GO:0016021
ENSCHAG00000010376	GO:0006414
ENSCHAG00000010376	GO:0003746
ENSCHAG00000010376	GO:0005525
ENSCHAG00000010376	GO:0003924
ENSCHAG00000010377	GO:0045892
ENSCHAG00000010377	GO:0005634
ENSCHAG00000010377	GO:0006355
ENSCHAG00000010377	GO:0003712
ENSCHAG00000010378	GO:0005515
ENSCHAG00000010379	
ENSCHAG00000010380	GO:0016020
ENSCHAG00000010381	GO:0007214
ENSCHAG00000010381	GO:0006821
ENSCHAG00000010381	GO:0004890
ENSCHAG00000010381	GO:0034220
ENSCHAG00000010381	GO:0005230
ENSCHAG00000010381	GO:0004888
ENSCHAG00000010381	GO:0006811
ENSCHAG00000010381	GO:0005216
ENSCHAG00000010381	GO:0016020
ENSCHAG00000010381	GO:0016021
ENSCHAG00000010382	GO:0006352
ENSCHAG00000010382	GO:0046982
ENSCHAG00000010382	GO:0003677
ENSCHAG00000010383	GO:0005515
ENSCHAG00000010384	GO:0005795
ENSCHAG00000010384	GO:0009312
ENSCHAG00000010384	GO:0008455
ENSCHAG00000010384	GO:0016021
ENSCHAG00000010385	
ENSCHAG00000010387	GO:0008013
ENSCHAG00000010387	GO:0030178
ENSCHAG00000010388	GO:0004499
ENSCHAG00000010388	GO:0050661
ENSCHAG00000010388	GO:0050660
ENSCHAG00000010388	GO:0055114
ENSCHAG00000010389	GO:0005515
ENSCHAG00000010390	GO:0008270
ENSCHAG00000010390	GO:0003676
ENSCHAG00000010392	
ENSCHAG00000010393	
ENSCHAG00000010394	
ENSCHAG00000010395	
ENSCHAG00000010396	GO:0006974
ENSCHAG00000010396	GO:0006302
ENSCHAG00000010396	GO:0005634
ENSCHAG00000010396	GO:0016567
ENSCHAG00000010396	GO:0004842
ENSCHAG00000010396	GO:0005515
ENSCHAG00000010397	GO:0005198
ENSCHAG00000010397	GO:0005515
ENSCHAG00000010398	GO:0030296
ENSCHAG00000010398	GO:0008154
ENSCHAG00000010398	GO:0005515
ENSCHAG00000010399	
ENSCHAG00000010400	GO:0050795
ENSCHAG00000010400	GO:0046849
ENSCHAG00000010400	GO:0004993
ENSCHAG00000010400	GO:0007268
ENSCHAG00000010400	GO:0042310
ENSCHAG00000010400	GO:0005887
ENSCHAG00000010400	GO:0007186
ENSCHAG00000010400	GO:0004930
ENSCHAG00000010400	GO:0016021
ENSCHAG00000010401	GO:0032012
ENSCHAG00000010401	GO:0055113
ENSCHAG00000010402	GO:0005777
ENSCHAG00000010402	GO:0010468
ENSCHAG00000010402	GO:0003676
ENSCHAG00000010403	GO:0006468
ENSCHAG00000010403	GO:0004672
ENSCHAG00000010403	GO:0005524
ENSCHAG00000010404	GO:0006013
ENSCHAG00000010404	GO:0004559
ENSCHAG00000010404	GO:0030246
ENSCHAG00000010404	GO:0005975
ENSCHAG00000010404	GO:0003824
ENSCHAG00000010405	GO:0006334
ENSCHAG00000010405	GO:0000786
ENSCHAG00000010405	GO:0003677
ENSCHAG00000010406	GO:0042541
ENSCHAG00000010406	GO:0009617
ENSCHAG00000010406	GO:0006826
ENSCHAG00000010406	GO:0005615
ENSCHAG00000010406	GO:0005576
ENSCHAG00000010407	GO:1990380
ENSCHAG00000010407	GO:0004843
ENSCHAG00000010409	GO:0004842
ENSCHAG00000010409	GO:0005515
ENSCHAG00000010410	
ENSCHAG00000010411	GO:0000338
ENSCHAG00000010411	GO:0008180
ENSCHAG00000010412	GO:0000786
ENSCHAG00000010412	GO:0046982
ENSCHAG00000010412	GO:0003677
ENSCHAG00000010413	GO:0072659
ENSCHAG00000010413	GO:0071787
ENSCHAG00000010413	GO:0016192
ENSCHAG00000010413	GO:0046872
ENSCHAG00000010413	GO:0007409
ENSCHAG00000010414	GO:0003700
ENSCHAG00000010414	GO:0045893
ENSCHAG00000010414	GO:0009953
ENSCHAG00000010414	GO:0051216
ENSCHAG00000010414	GO:0042809
ENSCHAG00000010414	GO:0002062
ENSCHAG00000010414	GO:0005634
ENSCHAG00000010414	GO:0003677
ENSCHAG00000010414	GO:0006355
ENSCHAG00000010414	GO:0005524
ENSCHAG00000010415	GO:0042626
ENSCHAG00000010415	GO:0016887
ENSCHAG00000010415	GO:0055085
ENSCHAG00000010415	GO:0016021
ENSCHAG00000010415	GO:0005524
ENSCHAG00000010416	
ENSCHAG00000010417	GO:0005737
ENSCHAG00000010417	GO:0005515
ENSCHAG00000010418	GO:0006468
ENSCHAG00000010418	GO:0004672
ENSCHAG00000010418	GO:0005524
ENSCHAG00000010419	GO:0016021
ENSCHAG00000010420	GO:0005515
ENSCHAG00000010421	
ENSCHAG00000010422	
ENSCHAG00000010425	GO:0016021
ENSCHAG00000010426	
ENSCHAG00000010427	GO:0004499
ENSCHAG00000010427	GO:0050661
ENSCHAG00000010427	GO:0050660
ENSCHAG00000010427	GO:0055114
ENSCHAG00000010428	
ENSCHAG00000010429	GO:0005044
ENSCHAG00000010429	GO:0016020
ENSCHAG00000010430	
ENSCHAG00000010431	GO:0005515
ENSCHAG00000010432	
ENSCHAG00000010433	GO:0008094
ENSCHAG00000010433	GO:0006281
ENSCHAG00000010433	GO:0003677
ENSCHAG00000010433	GO:0005524
ENSCHAG00000010434	GO:0071480
ENSCHAG00000010434	GO:0060548
ENSCHAG00000010435	
ENSCHAG00000010436	GO:0035556
ENSCHAG00000010437	GO:0045087
ENSCHAG00000010437	GO:0006954
ENSCHAG00000010437	GO:0042981
ENSCHAG00000010437	GO:0005515
ENSCHAG00000010439	GO:0005923
ENSCHAG00000010439	GO:0005515
ENSCHAG00000010440	GO:0016021
ENSCHAG00000010441	GO:0007205
ENSCHAG00000010441	GO:0004143
ENSCHAG00000010441	GO:0003951
ENSCHAG00000010441	GO:0016301
ENSCHAG00000010441	GO:0035556
ENSCHAG00000010441	GO:0007165
ENSCHAG00000010441	GO:0005515
ENSCHAG00000010442	GO:0005525
ENSCHAG00000010442	GO:0005515
ENSCHAG00000010443	GO:0016021
ENSCHAG00000010444	
ENSCHAG00000010445	GO:0005515
ENSCHAG00000010446	
ENSCHAG00000010447	GO:0004359
ENSCHAG00000010447	GO:0006541
ENSCHAG00000010447	GO:0005515
ENSCHAG00000010448	GO:0004222
ENSCHAG00000010448	GO:0008237
ENSCHAG00000010448	GO:0006508
ENSCHAG00000010449	GO:0046873
ENSCHAG00000010449	GO:0030001
ENSCHAG00000010449	GO:0055085
ENSCHAG00000010449	GO:0016020
ENSCHAG00000010452	GO:0007186
ENSCHAG00000010452	GO:0004930
ENSCHAG00000010452	GO:0016021
ENSCHAG00000010453	
ENSCHAG00000010454	
ENSCHAG00000010455	GO:0005834
ENSCHAG00000010455	GO:0031681
ENSCHAG00000010455	GO:0007186
ENSCHAG00000010456	GO:0005515
ENSCHAG00000010456	
ENSCHAG00000010458	GO:0006412
ENSCHAG00000010458	GO:0005840
ENSCHAG00000010458	GO:0003735
ENSCHAG00000010458	GO:0007420
ENSCHAG00000010458	GO:0045182
ENSCHAG00000010458	GO:0006417
ENSCHAG00000010458	GO:1990403
ENSCHAG00000010459	GO:0060047
ENSCHAG00000010459	GO:0005249
ENSCHAG00000010459	GO:0008016
ENSCHAG00000010459	GO:0005216
ENSCHAG00000010459	GO:0060307
ENSCHAG00000010459	GO:0086013
ENSCHAG00000010459	GO:0006813
ENSCHAG00000010459	GO:0055085
ENSCHAG00000010459	GO:0006811
ENSCHAG00000010459	GO:0016020
ENSCHAG00000010460	GO:0006777
ENSCHAG00000010460	GO:0005829
ENSCHAG00000010461	GO:0008299
ENSCHAG00000010462	GO:0022904
ENSCHAG00000010463	GO:0000786
ENSCHAG00000010463	GO:0046982
ENSCHAG00000010463	GO:0003677
ENSCHAG00000010465	GO:0019838
ENSCHAG00000010465	GO:0001568
ENSCHAG00000010465	GO:0001525
ENSCHAG00000010465	GO:0048010
ENSCHAG00000010465	GO:0005021
ENSCHAG00000010465	GO:0004713
ENSCHAG00000010465	GO:0007169
ENSCHAG00000010465	GO:0004714
ENSCHAG00000010465	GO:0016021
ENSCHAG00000010465	GO:0006468
ENSCHAG00000010465	GO:0004672
ENSCHAG00000010465	GO:0005524
ENSCHAG00000010466	GO:0006511
ENSCHAG00000010466	GO:0016579
ENSCHAG00000010466	GO:0004843
ENSCHAG00000010468	
ENSCHAG00000010470	GO:0008270
ENSCHAG00000010470	GO:0005515
ENSCHAG00000010471	GO:0010390
ENSCHAG00000010471	GO:0004842
ENSCHAG00000010473	
ENSCHAG00000010475	GO:0035499
ENSCHAG00000010475	GO:0047730
ENSCHAG00000010475	GO:0016887
ENSCHAG00000010475	GO:0046872
ENSCHAG00000010475	GO:0005524
ENSCHAG00000010477	GO:0031854
ENSCHAG00000010479	GO:0008272
ENSCHAG00000010479	GO:0008271
ENSCHAG00000010479	GO:0015116
ENSCHAG00000010479	GO:0055085
ENSCHAG00000010479	GO:0016020
ENSCHAG00000010479	GO:0016021
ENSCHAG00000010480	GO:0016020
ENSCHAG00000010480	GO:0005515
ENSCHAG00000010481	GO:0007420
ENSCHAG00000010481	GO:0048593
ENSCHAG00000010481	GO:0061386
ENSCHAG00000010481	GO:0002088
ENSCHAG00000010481	GO:0045879
ENSCHAG00000010481	GO:0046548
ENSCHAG00000010481	GO:0000981
ENSCHAG00000010482	GO:0007156
ENSCHAG00000010482	GO:0016020
ENSCHAG00000010482	GO:0005509
ENSCHAG00000010482	GO:0030951
ENSCHAG00000010482	GO:0048670
ENSCHAG00000010482	GO:0098930
ENSCHAG00000010482	GO:0140060
ENSCHAG00000010483	GO:0006486
ENSCHAG00000010483	GO:0016020
ENSCHAG00000010485	GO:0005515
ENSCHAG00000010491	
ENSCHAG00000010492	GO:0005515
ENSCHAG00000010493	GO:0050145
ENSCHAG00000010494	GO:0005634
ENSCHAG00000010495	
ENSCHAG00000010496	GO:0048015
ENSCHAG00000010496	GO:0046854
ENSCHAG00000010496	GO:0016301
ENSCHAG00000010497	GO:0016409
ENSCHAG00000010498	GO:0006303
ENSCHAG00000010499	GO:0005975
ENSCHAG00000010499	GO:0004553
ENSCHAG00000010502	GO:0005515
ENSCHAG00000010503	GO:0007626
ENSCHAG00000010503	
ENSCHAG00000010506	
ENSCHAG00000010508	GO:0005515
ENSCHAG00000010508	
ENSCHAG00000010509	
ENSCHAG00000010510	
ENSCHAG00000010513	GO:0005200
ENSCHAG00000010513	GO:0005874
ENSCHAG00000010513	GO:0007017
ENSCHAG00000010513	GO:0005525
ENSCHAG00000010513	GO:0003924
ENSCHAG00000010514	GO:0003677
ENSCHAG00000010514	GO:0006355
ENSCHAG00000010515	GO:0031290
ENSCHAG00000010515	GO:0042476
ENSCHAG00000010515	GO:0051216
ENSCHAG00000010515	GO:0001501
ENSCHAG00000010515	GO:0030198
ENSCHAG00000010515	GO:0001503
ENSCHAG00000010515	GO:0030166
ENSCHAG00000010515	GO:0001649
ENSCHAG00000010515	GO:0006024
ENSCHAG00000010515	GO:0055085
ENSCHAG00000010517	GO:0008270
ENSCHAG00000010517	GO:0005515
ENSCHAG00000010518	GO:0005515
ENSCHAG00000010519	GO:0006606
ENSCHAG00000010519	GO:0006886
ENSCHAG00000010519	GO:0061053
ENSCHAG00000010519	GO:0007224
ENSCHAG00000010520	GO:0032958
ENSCHAG00000010520	GO:0016301
ENSCHAG00000010521	
ENSCHAG00000010522	GO:0009267
ENSCHAG00000010522	GO:0008343
ENSCHAG00000010522	GO:0032099
ENSCHAG00000010522	GO:0000186
ENSCHAG00000010522	GO:0005184
ENSCHAG00000010522	GO:0005615
ENSCHAG00000010522	GO:0007186
ENSCHAG00000010523	GO:0003676
ENSCHAG00000010524	GO:0005891
ENSCHAG00000010524	GO:0005245
ENSCHAG00000010524	GO:0070588
ENSCHAG00000010524	GO:0055085
ENSCHAG00000010524	GO:0006811
ENSCHAG00000010524	GO:0005216
ENSCHAG00000010524	GO:0016020
ENSCHAG00000010524	GO:0003007
ENSCHAG00000010524	GO:0048701
ENSCHAG00000010524	GO:0001822
ENSCHAG00000010524	GO:0001947
ENSCHAG00000010524	GO:0008016
ENSCHAG00000010524	GO:0070509
ENSCHAG00000010524	GO:0006816
ENSCHAG00000010524	GO:0003301
ENSCHAG00000010525	
ENSCHAG00000010526	GO:0019008
ENSCHAG00000010526	GO:0030366
ENSCHAG00000010526	GO:0006777
ENSCHAG00000010526	GO:0005829
ENSCHAG00000010527	GO:0043547
ENSCHAG00000010527	GO:1902936
ENSCHAG00000010527	GO:0005096
ENSCHAG00000010528	GO:0005525
ENSCHAG00000010529	GO:0042626
ENSCHAG00000010529	GO:0016887
ENSCHAG00000010529	GO:0055085
ENSCHAG00000010529	GO:0016021
ENSCHAG00000010529	GO:0005524
ENSCHAG00000010530	GO:0009615
ENSCHAG00000010530	GO:0051536
ENSCHAG00000010530	GO:0003824
ENSCHAG00000010531	
ENSCHAG00000010533	GO:0051920
ENSCHAG00000010533	GO:0016209
ENSCHAG00000010533	GO:0016491
ENSCHAG00000010533	GO:0055114
ENSCHAG00000010534	
ENSCHAG00000010535	GO:0097746
ENSCHAG00000010535	GO:0008217
ENSCHAG00000010535	GO:0005179
ENSCHAG00000010535	GO:0005576
ENSCHAG00000010536	GO:0016567
ENSCHAG00000010536	GO:0004842
ENSCHAG00000010537	GO:0005515
ENSCHAG00000010538	GO:0006352
ENSCHAG00000010538	GO:0046982
ENSCHAG00000010538	GO:0003677
ENSCHAG00000010539	GO:0001085
ENSCHAG00000010539	GO:0006357
ENSCHAG00000010540	GO:0006606
ENSCHAG00000010541	GO:0007186
ENSCHAG00000010541	GO:0004930
ENSCHAG00000010541	GO:0016021
ENSCHAG00000010542	GO:0007264
ENSCHAG00000010542	GO:0005085
ENSCHAG00000010542	GO:0005515
ENSCHAG00000010543	
ENSCHAG00000010544	
ENSCHAG00000010545	
ENSCHAG00000010546	GO:0006167
ENSCHAG00000010546	GO:0006164
ENSCHAG00000010546	GO:0004019
ENSCHAG00000010546	GO:0005737
ENSCHAG00000010546	GO:0005525
ENSCHAG00000010546	GO:0016043
ENSCHAG00000010546	GO:0030036
ENSCHAG00000010546	GO:0003779
ENSCHAG00000010547	GO:0005515
ENSCHAG00000010548	GO:0016021
ENSCHAG00000010549	
ENSCHAG00000010550	GO:0001889
ENSCHAG00000010550	GO:0045664
ENSCHAG00000010550	GO:0030509
ENSCHAG00000010550	GO:0008593
ENSCHAG00000010550	GO:0031573
ENSCHAG00000010550	GO:0046532
ENSCHAG00000010550	GO:1902866
ENSCHAG00000010550	GO:2000495
ENSCHAG00000010550	GO:0045892
ENSCHAG00000010550	GO:0005737
ENSCHAG00000010550	GO:0005634
ENSCHAG00000010550	GO:0046983
ENSCHAG00000010551	GO:0051028
ENSCHAG00000010551	GO:0006406
ENSCHAG00000010551	GO:0005737
ENSCHAG00000010551	GO:0005634
ENSCHAG00000010551	GO:0003723
ENSCHAG00000010551	GO:0003676
ENSCHAG00000010551	GO:0005515
ENSCHAG00000010552	GO:0016810
ENSCHAG00000010552	GO:0005737
ENSCHAG00000010552	GO:0016787
ENSCHAG00000010553	GO:0006396
ENSCHAG00000010553	GO:0003723
ENSCHAG00000010554	
ENSCHAG00000010555	GO:0006334
ENSCHAG00000010555	GO:0000786
ENSCHAG00000010555	GO:0003677
ENSCHAG00000010556	
ENSCHAG00000010557	GO:0070006
ENSCHAG00000010557	GO:0016787
ENSCHAG00000010558	
ENSCHAG00000010559	GO:0006261
ENSCHAG00000010561	GO:0045252
ENSCHAG00000010561	GO:0004149
ENSCHAG00000010561	GO:0006099
ENSCHAG00000010561	GO:0016746
ENSCHAG00000010565	GO:0005515
ENSCHAG00000010566	GO:0006424
ENSCHAG00000010566	GO:0004818
ENSCHAG00000010566	GO:0006418
ENSCHAG00000010566	GO:0000049
ENSCHAG00000010566	GO:0043039
ENSCHAG00000010566	GO:0004812
ENSCHAG00000010566	GO:0000166
ENSCHAG00000010566	GO:0008270
ENSCHAG00000010566	GO:0005524
ENSCHAG00000010567	GO:0005525
ENSCHAG00000010568	GO:0005615
ENSCHAG00000010568	GO:0005179
ENSCHAG00000010568	GO:0005576
ENSCHAG00000010568	GO:0008083
ENSCHAG00000010568	GO:0001756
ENSCHAG00000010568	GO:0030903
ENSCHAG00000010568	GO:0002040
ENSCHAG00000010568	GO:0030900
ENSCHAG00000010568	GO:0048793
ENSCHAG00000010568	GO:0031101
ENSCHAG00000010568	GO:0005159
ENSCHAG00000010569	GO:0035999
ENSCHAG00000010569	GO:0019264
ENSCHAG00000010569	GO:0004372
ENSCHAG00000010569	GO:0005739
ENSCHAG00000010569	GO:0030170
ENSCHAG00000010569	GO:0003824
ENSCHAG00000010570	GO:0005515
