Gene stable ID	GO term accession
ENSCHAG00000000377	
ENSCHAG00000000381	GO:0016705
ENSCHAG00000000381	GO:0005506
ENSCHAG00000000381	GO:0020037
ENSCHAG00000000381	GO:0055114
ENSCHAG00000000383	
ENSCHAG00000000387	
ENSCHAG00000000389	GO:0005515
ENSCHAG00000000390	GO:0008285
ENSCHAG00000000391	GO:0030218
ENSCHAG00000000391	GO:0007088
ENSCHAG00000000391	GO:0060218
ENSCHAG00000000391	GO:0005737
ENSCHAG00000000392	
ENSCHAG00000000393	GO:0016021
ENSCHAG00000000394	
ENSCHAG00000000395	
ENSCHAG00000000396	GO:0006749
ENSCHAG00000000396	GO:0005515
ENSCHAG00000000397	
ENSCHAG00000000398	
ENSCHAG00000000399	GO:0046914
ENSCHAG00000000399	GO:0005509
ENSCHAG00000000400	GO:0006750
ENSCHAG00000000400	GO:0016874
ENSCHAG00000000400	GO:0004363
ENSCHAG00000000400	GO:0005524
ENSCHAG00000000402	
ENSCHAG00000000403	
ENSCHAG00000000405	GO:0022857
ENSCHAG00000000405	GO:0055085
ENSCHAG00000000406	GO:0010996
ENSCHAG00000000406	GO:0050885
ENSCHAG00000000406	GO:0016021
ENSCHAG00000000407	
ENSCHAG00000000409	
ENSCHAG00000000410	GO:0032542
ENSCHAG00000000410	GO:0055114
ENSCHAG00000000411	GO:0005871
ENSCHAG00000000411	GO:0005515
ENSCHAG00000000413	
ENSCHAG00000000414	GO:0003779
ENSCHAG00000000414	GO:0000132
ENSCHAG00000000414	GO:0005768
ENSCHAG00000000414	GO:0005886
ENSCHAG00000000414	GO:0030496
ENSCHAG00000000414	GO:0030864
ENSCHAG00000000414	GO:0032154
ENSCHAG00000000414	GO:0070938
ENSCHAG00000000414	GO:0038023
ENSCHAG00000000414	GO:0016021
ENSCHAG00000000414	GO:0031267
ENSCHAG00000000415	GO:0003677
ENSCHAG00000000415	GO:0006355
ENSCHAG00000000415	GO:0000981
ENSCHAG00000000417	
ENSCHAG00000000420	
ENSCHAG00000000421	
ENSCHAG00000000424	GO:0005509
ENSCHAG00000000425	
ENSCHAG00000000426	
ENSCHAG00000000428	GO:0051377
ENSCHAG00000000428	GO:0006506
ENSCHAG00000000428	GO:0016772
ENSCHAG00000000428	GO:0003824
ENSCHAG00000000430	GO:0030246
ENSCHAG00000000431	
ENSCHAG00000000433	GO:0005515
ENSCHAG00000000435	
ENSCHAG00000000436	GO:0042541
ENSCHAG00000000436	GO:0006779
ENSCHAG00000000436	GO:0004109
ENSCHAG00000000436	GO:0055114
ENSCHAG00000000437	GO:0016021
ENSCHAG00000000438	
ENSCHAG00000000439	GO:0005854
ENSCHAG00000000441	GO:0033014
ENSCHAG00000000441	GO:0004655
ENSCHAG00000000441	GO:0046872
ENSCHAG00000000441	GO:0003824
ENSCHAG00000000442	GO:0003677
ENSCHAG00000000442	GO:0006355
ENSCHAG00000000442	GO:0000981
ENSCHAG00000000443	GO:0005737
ENSCHAG00000000443	GO:0006629
ENSCHAG00000000443	GO:0008081
ENSCHAG00000000445	
ENSCHAG00000000446	GO:0007165
ENSCHAG00000000447	GO:0048701
ENSCHAG00000000447	GO:0010468
ENSCHAG00000000447	GO:0003677
ENSCHAG00000000449	GO:0051082
ENSCHAG00000000449	GO:0007519
ENSCHAG00000000449	GO:0007626
ENSCHAG00000000449	GO:0030239
ENSCHAG00000000449	GO:0060047
ENSCHAG00000000449	GO:0005212
ENSCHAG00000000450	GO:0005515
ENSCHAG00000000451	GO:0006890
ENSCHAG00000000451	GO:0016021
ENSCHAG00000000452	GO:0016491
ENSCHAG00000000453	GO:0002224
ENSCHAG00000000453	GO:0004888
ENSCHAG00000000453	GO:0007165
ENSCHAG00000000453	GO:0016021
ENSCHAG00000000453	GO:0006955
ENSCHAG00000000453	GO:0005515
ENSCHAG00000000454	GO:0001706
ENSCHAG00000000454	GO:0001714
ENSCHAG00000000454	GO:0040037
ENSCHAG00000000454	GO:0070373
ENSCHAG00000000454	GO:0016791
ENSCHAG00000000454	GO:0008138
ENSCHAG00000000454	GO:0016311
ENSCHAG00000000454	GO:0004725
ENSCHAG00000000454	GO:0006470
ENSCHAG00000000454	GO:0017017
ENSCHAG00000000454	GO:1903225
ENSCHAG00000000455	GO:0008270
ENSCHAG00000000455	GO:0005515
ENSCHAG00000000456	GO:0016020
ENSCHAG00000000458	
ENSCHAG00000000459	
ENSCHAG00000000460	
ENSCHAG00000000461	
ENSCHAG00000000462	GO:0006935
ENSCHAG00000000462	GO:0004950
ENSCHAG00000000462	GO:0007186
ENSCHAG00000000462	GO:0004930
ENSCHAG00000000462	GO:0016021
ENSCHAG00000000464	
ENSCHAG00000000466	GO:0005515
ENSCHAG00000000467	
ENSCHAG00000000468	GO:0005515
ENSCHAG00000000469	GO:0005576
ENSCHAG00000000469	GO:0005509
ENSCHAG00000000470	GO:0008017
ENSCHAG00000000472	GO:0015464
ENSCHAG00000000472	GO:0005892
ENSCHAG00000000472	GO:0045211
ENSCHAG00000000472	GO:0022848
ENSCHAG00000000472	GO:0034220
ENSCHAG00000000472	GO:0005230
ENSCHAG00000000472	GO:0004888
ENSCHAG00000000472	GO:0006811
ENSCHAG00000000472	GO:0005216
ENSCHAG00000000472	GO:0016021
ENSCHAG00000000473	GO:0006412
ENSCHAG00000000473	GO:0005840
ENSCHAG00000000473	GO:0003735
ENSCHAG00000000474	GO:0007420
ENSCHAG00000000474	GO:0051736
ENSCHAG00000000474	GO:0021522
ENSCHAG00000000474	GO:0005849
ENSCHAG00000000474	GO:0031124
ENSCHAG00000000475	
ENSCHAG00000000478	GO:0004089
ENSCHAG00000000478	GO:0008270
ENSCHAG00000000479	GO:0005515
ENSCHAG00000000480	GO:0005515
ENSCHAG00000000481	GO:0005515
ENSCHAG00000000482	GO:0016020
ENSCHAG00000000483	
ENSCHAG00000000484	
ENSCHAG00000000485	
ENSCHAG00000000486	GO:0002224
ENSCHAG00000000486	GO:0004888
ENSCHAG00000000486	GO:0007165
ENSCHAG00000000486	GO:0016021
ENSCHAG00000000486	GO:0006955
ENSCHAG00000000486	GO:0005515
ENSCHAG00000000488	GO:0051260
ENSCHAG00000000488	GO:0005515
ENSCHAG00000000489	
ENSCHAG00000000491	GO:0060322
ENSCHAG00000000491	GO:0005923
ENSCHAG00000000491	GO:0005198
ENSCHAG00000000491	GO:0016021
ENSCHAG00000000492	
ENSCHAG00000000493	GO:0016529
ENSCHAG00000000493	GO:0005102
ENSCHAG00000000493	GO:0016021
ENSCHAG00000000494	GO:0007416
ENSCHAG00000000494	GO:0016264
ENSCHAG00000000494	GO:0005923
ENSCHAG00000000494	GO:0042981
ENSCHAG00000000494	GO:0005515
ENSCHAG00000000495	GO:0032040
ENSCHAG00000000496	GO:0005667
ENSCHAG00000000496	GO:0046983
ENSCHAG00000000496	GO:0003700
ENSCHAG00000000496	GO:0006355
ENSCHAG00000000497	GO:0005813
ENSCHAG00000000497	GO:0034454
ENSCHAG00000000497	GO:0005509
ENSCHAG00000000497	GO:0001841
ENSCHAG00000000497	GO:0030917
ENSCHAG00000000498	GO:0005634
ENSCHAG00000000499	GO:0001505
ENSCHAG00000000499	GO:0004969
ENSCHAG00000000499	GO:0007186
ENSCHAG00000000499	GO:0004930
ENSCHAG00000000499	GO:0016021
ENSCHAG00000000500	GO:0001944
ENSCHAG00000000500	GO:0007165
ENSCHAG00000000500	GO:0005515
ENSCHAG00000000501	GO:0008017
ENSCHAG00000000501	GO:0005515
ENSCHAG00000000504	GO:0003700
ENSCHAG00000000504	GO:0006355
ENSCHAG00000000504	GO:0043565
ENSCHAG00000000506	GO:0005525
ENSCHAG00000000507	GO:0005515
ENSCHAG00000000508	
ENSCHAG00000000509	GO:0007264
ENSCHAG00000000509	GO:0005085
ENSCHAG00000000510	GO:0007156
ENSCHAG00000000510	GO:0005886
ENSCHAG00000000510	GO:0007155
ENSCHAG00000000510	GO:0016020
ENSCHAG00000000510	GO:0005509
ENSCHAG00000000511	
ENSCHAG00000000513	
ENSCHAG00000000515	GO:0007264
ENSCHAG00000000515	GO:0005525
ENSCHAG00000000515	GO:0003924
ENSCHAG00000000516	GO:0003682
ENSCHAG00000000516	GO:0035118
ENSCHAG00000000516	GO:0045743
ENSCHAG00000000517	GO:0016020
ENSCHAG00000000519	GO:0016409
ENSCHAG00000000520	
ENSCHAG00000000521	
ENSCHAG00000000524	GO:0004869
ENSCHAG00000000524	GO:0050994
ENSCHAG00000000524	GO:0006954
ENSCHAG00000000524	GO:0005102
ENSCHAG00000000525	GO:0098609
ENSCHAG00000000525	GO:0007156
ENSCHAG00000000525	GO:0005886
ENSCHAG00000000525	GO:0007155
ENSCHAG00000000525	GO:0016020
ENSCHAG00000000525	GO:0005509
ENSCHAG00000000526	GO:0005515
ENSCHAG00000000527	
ENSCHAG00000000528	GO:0046872
ENSCHAG00000000528	GO:0008168
ENSCHAG00000000529	GO:0005085
ENSCHAG00000000530	
ENSCHAG00000000531	GO:0005515
ENSCHAG00000000531	
ENSCHAG00000000532	
ENSCHAG00000000532	GO:0006163
ENSCHAG00000000532	GO:0004385
ENSCHAG00000000533	GO:0007411
ENSCHAG00000000533	GO:0005886
ENSCHAG00000000533	GO:0007155
ENSCHAG00000000533	GO:0005515
ENSCHAG00000000534	
ENSCHAG00000000536	GO:0016021
ENSCHAG00000000537	GO:0008061
ENSCHAG00000000537	GO:0005975
ENSCHAG00000000539	GO:0003723
ENSCHAG00000000539	GO:0046872
ENSCHAG00000000539	GO:0003676
ENSCHAG00000000540	
ENSCHAG00000000541	GO:0016491
ENSCHAG00000000541	GO:0055114
ENSCHAG00000000541	GO:0008270
ENSCHAG00000000543	
ENSCHAG00000000544	GO:0016192
ENSCHAG00000000544	GO:0016021
ENSCHAG00000000545	
ENSCHAG00000000546	
ENSCHAG00000000547	GO:0005525
ENSCHAG00000000548	
ENSCHAG00000000549	
ENSCHAG00000000550	
ENSCHAG00000000551	
ENSCHAG00000000552	
ENSCHAG00000000553	
ENSCHAG00000000554	GO:0008289
ENSCHAG00000000556	GO:0005525
ENSCHAG00000000556	GO:0003924
ENSCHAG00000000557	GO:0030018
ENSCHAG00000000559	GO:0005515
ENSCHAG00000000561	GO:0007166
ENSCHAG00000000561	GO:0004888
ENSCHAG00000000561	GO:0007186
ENSCHAG00000000561	GO:0004930
ENSCHAG00000000561	GO:0016021
ENSCHAG00000000563	GO:0004713
ENSCHAG00000000563	GO:0007169
ENSCHAG00000000563	GO:0004714
ENSCHAG00000000563	GO:0016020
ENSCHAG00000000563	GO:0006468
ENSCHAG00000000563	GO:0004672
ENSCHAG00000000563	GO:0005524
ENSCHAG00000000564	GO:0060322
ENSCHAG00000000565	
ENSCHAG00000000566	
ENSCHAG00000000568	GO:0007399
ENSCHAG00000000568	GO:0016810
ENSCHAG00000000568	GO:0007411
ENSCHAG00000000568	GO:0005737
ENSCHAG00000000568	GO:0008017
ENSCHAG00000000568	GO:0016787
ENSCHAG00000000569	
ENSCHAG00000000571	GO:0007186
ENSCHAG00000000571	GO:0004930
ENSCHAG00000000571	GO:0016021
ENSCHAG00000000572	GO:0030215
ENSCHAG00000000572	GO:0005515
ENSCHAG00000000572	GO:0038191
ENSCHAG00000000573	
ENSCHAG00000000574	GO:0080008
ENSCHAG00000000574	GO:0019005
ENSCHAG00000000574	GO:0016567
ENSCHAG00000000574	GO:0005515
ENSCHAG00000000576	GO:0032536
ENSCHAG00000000576	GO:2000574
ENSCHAG00000000577	
ENSCHAG00000000579	GO:0061550
ENSCHAG00000000579	GO:0005576
ENSCHAG00000000579	GO:0008543
ENSCHAG00000000579	GO:0005104
ENSCHAG00000000579	GO:0008083
ENSCHAG00000000580	
ENSCHAG00000000581	GO:0006182
ENSCHAG00000000581	GO:0004383
ENSCHAG00000000581	GO:0020037
ENSCHAG00000000584	GO:0005515
ENSCHAG00000000584	
ENSCHAG00000000585	GO:0000226
ENSCHAG00000000585	GO:0005516
ENSCHAG00000000585	GO:0005874
ENSCHAG00000000585	GO:0008017
ENSCHAG00000000587	
ENSCHAG00000000588	
ENSCHAG00000000591	GO:0008188
ENSCHAG00000000591	GO:0007186
ENSCHAG00000000591	GO:0004930
ENSCHAG00000000591	GO:0016021
ENSCHAG00000000592	GO:0005515
ENSCHAG00000000593	GO:0007411
ENSCHAG00000000593	GO:0005886
ENSCHAG00000000593	GO:0007155
ENSCHAG00000000593	GO:0005515
ENSCHAG00000000595	
ENSCHAG00000000596	GO:0045104
ENSCHAG00000000596	GO:0005515
ENSCHAG00000000597	GO:0006260
ENSCHAG00000000597	GO:0042555
ENSCHAG00000000597	GO:0006270
ENSCHAG00000000597	GO:0032508
ENSCHAG00000000597	GO:0003677
ENSCHAG00000000597	GO:0005524
ENSCHAG00000000598	GO:0022857
ENSCHAG00000000598	GO:0055085
ENSCHAG00000000598	GO:0016020
ENSCHAG00000000598	GO:0016021
ENSCHAG00000000599	GO:0005525
ENSCHAG00000000600	GO:0006886
ENSCHAG00000000600	GO:0005484
ENSCHAG00000000600	GO:0016020
ENSCHAG00000000601	GO:0008270
ENSCHAG00000000602	
ENSCHAG00000000603	GO:0003756
ENSCHAG00000000604	GO:0008009
ENSCHAG00000000604	GO:0005576
ENSCHAG00000000604	GO:0006955
ENSCHAG00000000605	GO:0022857
ENSCHAG00000000605	GO:0055085
ENSCHAG00000000605	GO:0016021
ENSCHAG00000000606	GO:0005515
ENSCHAG00000000607	GO:0006406
ENSCHAG00000000607	GO:0005515
ENSCHAG00000000609	
ENSCHAG00000000610	GO:0030170
ENSCHAG00000000610	GO:0009058
ENSCHAG00000000610	GO:0003824
ENSCHAG00000000611	GO:0007186
ENSCHAG00000000611	GO:0004930
ENSCHAG00000000611	GO:0016021
ENSCHAG00000000613	GO:0009116
ENSCHAG00000000614	GO:0000786
ENSCHAG00000000614	GO:0046982
ENSCHAG00000000614	GO:0003677
ENSCHAG00000000615	GO:0060271
ENSCHAG00000000615	GO:0042127
ENSCHAG00000000615	GO:0035329
ENSCHAG00000000615	GO:0006915
ENSCHAG00000000615	GO:0060090
ENSCHAG00000000615	GO:0007165
ENSCHAG00000000615	GO:0005515
ENSCHAG00000000616	GO:0005856
ENSCHAG00000000616	GO:0070830
ENSCHAG00000000616	GO:0005515
ENSCHAG00000000617	GO:0008278
ENSCHAG00000000617	GO:0007062
ENSCHAG00000000617	GO:0005515
ENSCHAG00000000618	GO:0004757
ENSCHAG00000000618	GO:0006729
ENSCHAG00000000618	GO:0055114
ENSCHAG00000000619	
ENSCHAG00000000620	GO:0000786
ENSCHAG00000000620	GO:0046982
ENSCHAG00000000620	GO:0003677
ENSCHAG00000000621	
ENSCHAG00000000622	GO:0043169
ENSCHAG00000000622	GO:0030145
ENSCHAG00000000622	GO:0004721
ENSCHAG00000000622	GO:0000287
ENSCHAG00000000622	GO:0016791
ENSCHAG00000000623	
ENSCHAG00000000624	GO:0016042
ENSCHAG00000000624	GO:0006629
ENSCHAG00000000624	GO:0016787
ENSCHAG00000000625	GO:0030036
ENSCHAG00000000625	GO:0003779
ENSCHAG00000000626	
ENSCHAG00000000626	GO:0006163
ENSCHAG00000000626	GO:0004385
ENSCHAG00000000627	
ENSCHAG00000000628	
ENSCHAG00000000629	GO:0003677
ENSCHAG00000000629	GO:0016021
ENSCHAG00000000630	GO:0001822
ENSCHAG00000000630	GO:0043065
ENSCHAG00000000630	GO:0048696
ENSCHAG00000000630	GO:0097205
ENSCHAG00000000630	GO:0004197
ENSCHAG00000000630	GO:0008234
ENSCHAG00000000630	GO:0006915
ENSCHAG00000000630	GO:0006508
ENSCHAG00000000630	GO:0042981
ENSCHAG00000000631	GO:0030213
ENSCHAG00000000631	GO:0050501
ENSCHAG00000000632	GO:0050994
ENSCHAG00000000632	GO:0006954
ENSCHAG00000000632	GO:0005102
ENSCHAG00000000633	
ENSCHAG00000000635	GO:0002224
ENSCHAG00000000635	GO:0004888
ENSCHAG00000000635	GO:0007165
ENSCHAG00000000635	GO:0016021
ENSCHAG00000000635	GO:0006955
ENSCHAG00000000635	GO:0005515
ENSCHAG00000000636	GO:0007156
ENSCHAG00000000636	GO:0005886
ENSCHAG00000000636	GO:0007155
ENSCHAG00000000636	GO:0016020
ENSCHAG00000000636	GO:0005509
ENSCHAG00000000637	GO:0007156
ENSCHAG00000000637	GO:0005886
ENSCHAG00000000637	GO:0007155
ENSCHAG00000000637	GO:0016020
ENSCHAG00000000637	GO:0005509
ENSCHAG00000000638	GO:0016020
ENSCHAG00000000641	GO:0030902
ENSCHAG00000000641	GO:0030917
ENSCHAG00000000641	GO:0021587
ENSCHAG00000000641	GO:0021592
ENSCHAG00000000641	GO:0035284
ENSCHAG00000000641	GO:0007275
ENSCHAG00000000641	GO:0016055
ENSCHAG00000000641	GO:0005576
ENSCHAG00000000641	GO:0005102
ENSCHAG00000000642	GO:0045277
ENSCHAG00000000642	GO:0005739
ENSCHAG00000000643	GO:0008076
ENSCHAG00000000643	GO:0006813
ENSCHAG00000000643	GO:0005249
ENSCHAG00000000643	GO:0051260
ENSCHAG00000000643	GO:0055085
ENSCHAG00000000643	GO:0006811
ENSCHAG00000000643	GO:0005216
ENSCHAG00000000643	GO:0016020
ENSCHAG00000000643	GO:0005515
ENSCHAG00000000644	GO:0016567
ENSCHAG00000000644	GO:0004842
ENSCHAG00000000645	
ENSCHAG00000000647	
ENSCHAG00000000648	GO:0018193
ENSCHAG00000000649	
ENSCHAG00000000650	
ENSCHAG00000000651	GO:0000786
ENSCHAG00000000651	GO:0046982
ENSCHAG00000000651	GO:0003677
ENSCHAG00000000652	GO:0055085
ENSCHAG00000000652	GO:0016020
ENSCHAG00000000652	GO:0005515
ENSCHAG00000000653	GO:0005852
ENSCHAG00000000653	GO:0006413
ENSCHAG00000000653	GO:0031369
ENSCHAG00000000653	GO:0003743
ENSCHAG00000000653	GO:0003723
ENSCHAG00000000654	
ENSCHAG00000000655	GO:0005179
ENSCHAG00000000655	GO:0005576
ENSCHAG00000000656	GO:0016791
ENSCHAG00000000657	GO:0008194
ENSCHAG00000000659	GO:0002376
ENSCHAG00000000659	GO:0004175
ENSCHAG00000000659	GO:0004298
ENSCHAG00000000659	GO:0005839
ENSCHAG00000000659	GO:0051603
ENSCHAG00000000660	GO:0016020
ENSCHAG00000000660	GO:0005509
ENSCHAG00000000661	GO:0048701
ENSCHAG00000000661	GO:0001649
ENSCHAG00000000661	GO:0008083
ENSCHAG00000000662	
ENSCHAG00000000663	GO:0008009
ENSCHAG00000000663	GO:0005576
ENSCHAG00000000663	GO:0006955
ENSCHAG00000000664	GO:0048382
ENSCHAG00000000664	GO:0007165
ENSCHAG00000000664	GO:0005525
ENSCHAG00000000664	GO:0003924
ENSCHAG00000000664	GO:0016020
ENSCHAG00000000665	GO:0006468
ENSCHAG00000000665	GO:0004672
ENSCHAG00000000665	GO:0005524
ENSCHAG00000000666	
ENSCHAG00000000667	GO:0007010
ENSCHAG00000000667	GO:0003779
ENSCHAG00000000668	GO:0046983
ENSCHAG00000000668	GO:0003677
ENSCHAG00000000669	GO:0005212
ENSCHAG00000000669	GO:0016020
ENSCHAG00000000669	GO:0016021
ENSCHAG00000000671	GO:0006468
ENSCHAG00000000671	GO:0004672
ENSCHAG00000000671	GO:0005524
ENSCHAG00000000672	
ENSCHAG00000000673	GO:0008745
ENSCHAG00000000673	GO:0042742
ENSCHAG00000000673	GO:0009253
ENSCHAG00000000673	GO:0008270
ENSCHAG00000000674	
ENSCHAG00000000675	GO:0001525
ENSCHAG00000000675	GO:0045746
ENSCHAG00000000675	GO:0000785
ENSCHAG00000000675	GO:0000122
ENSCHAG00000000675	GO:0003714
ENSCHAG00000000677	
ENSCHAG00000000677	GO:0055114
ENSCHAG00000000678	GO:0006508
ENSCHAG00000000678	GO:0004252
ENSCHAG00000000679	GO:0042923
ENSCHAG00000000679	GO:0004983
ENSCHAG00000000679	GO:0007186
ENSCHAG00000000679	GO:0004930
ENSCHAG00000000679	GO:0016021
ENSCHAG00000000680	GO:0035803
ENSCHAG00000000680	GO:0007339
ENSCHAG00000000680	GO:0035804
ENSCHAG00000000681	GO:0005789
ENSCHAG00000000682	GO:0000786
ENSCHAG00000000682	GO:0046982
ENSCHAG00000000682	GO:0003677
ENSCHAG00000000683	GO:0005525
ENSCHAG00000000684	GO:0003810
ENSCHAG00000000684	GO:0018149
ENSCHAG00000000685	GO:0006412
ENSCHAG00000000685	GO:0005840
ENSCHAG00000000685	GO:0003735
ENSCHAG00000000686	GO:0000818
ENSCHAG00000000687	GO:0008194
ENSCHAG00000000688	GO:0030182
ENSCHAG00000000688	GO:0003407
ENSCHAG00000000688	GO:0031290
ENSCHAG00000000688	GO:0046530
ENSCHAG00000000688	GO:0048854
ENSCHAG00000000688	GO:0003729
ENSCHAG00000000688	GO:0003723
ENSCHAG00000000689	GO:0005509
ENSCHAG00000000690	
ENSCHAG00000000691	
ENSCHAG00000000692	GO:0021522
ENSCHAG00000000692	GO:0003309
ENSCHAG00000000692	GO:0003310
ENSCHAG00000000692	GO:0031018
ENSCHAG00000000692	GO:0003677
ENSCHAG00000000692	GO:0006355
ENSCHAG00000000692	GO:0000981
ENSCHAG00000000693	GO:0007156
ENSCHAG00000000693	GO:0005886
ENSCHAG00000000693	GO:0007155
ENSCHAG00000000693	GO:0016020
ENSCHAG00000000693	GO:0005509
ENSCHAG00000000694	
ENSCHAG00000000695	GO:0005003
ENSCHAG00000000695	GO:0007169
ENSCHAG00000000695	GO:0016021
ENSCHAG00000000695	GO:0006468
ENSCHAG00000000695	GO:0005524
ENSCHAG00000000695	GO:0005515
ENSCHAG00000000696	
ENSCHAG00000000697	GO:0070830
ENSCHAG00000000698	
ENSCHAG00000000699	GO:0005515
ENSCHAG00000000700	GO:0033557
ENSCHAG00000000700	GO:0017108
ENSCHAG00000000700	GO:0006281
ENSCHAG00000000701	GO:0070006
ENSCHAG00000000701	GO:0006508
ENSCHAG00000000702	GO:0016042
ENSCHAG00000000702	GO:0006629
ENSCHAG00000000702	GO:0016787
ENSCHAG00000000703	GO:0043010
ENSCHAG00000000703	GO:0048701
ENSCHAG00000000703	GO:0048382
ENSCHAG00000000703	GO:0021501
ENSCHAG00000000703	GO:0021538
ENSCHAG00000000703	GO:0021986
ENSCHAG00000000703	GO:0035462
ENSCHAG00000000703	GO:0042476
ENSCHAG00000000703	GO:0043114
ENSCHAG00000000703	GO:0048384
ENSCHAG00000000703	GO:0048593
ENSCHAG00000000703	GO:0048596
ENSCHAG00000000703	GO:0048703
ENSCHAG00000000703	GO:0060325
ENSCHAG00000000703	GO:0060971
ENSCHAG00000000703	GO:0061072
ENSCHAG00000000703	GO:0061303
ENSCHAG00000000703	GO:0061386
ENSCHAG00000000703	GO:0071907
ENSCHAG00000000703	GO:1904103
ENSCHAG00000000703	GO:0003700
ENSCHAG00000000703	GO:0003677
ENSCHAG00000000703	GO:0006355
ENSCHAG00000000703	GO:0000981
ENSCHAG00000000704	
ENSCHAG00000000705	GO:0008643
ENSCHAG00000000705	GO:0015293
ENSCHAG00000000705	GO:0016021
ENSCHAG00000000706	GO:0007165
ENSCHAG00000000706	GO:0005525
ENSCHAG00000000706	GO:0003924
ENSCHAG00000000706	GO:0016020
ENSCHAG00000000707	GO:0001889
ENSCHAG00000000707	GO:0048565
ENSCHAG00000000707	GO:0045444
ENSCHAG00000000707	
ENSCHAG00000000708	
ENSCHAG00000000709	GO:0046872
ENSCHAG00000000709	GO:0005515
ENSCHAG00000000710	GO:0005922
ENSCHAG00000000710	GO:0007154
ENSCHAG00000000711	GO:0005515
ENSCHAG00000000712	GO:0002953
ENSCHAG00000000713	
ENSCHAG00000000714	GO:0098609
ENSCHAG00000000714	GO:0007156
ENSCHAG00000000714	GO:0005886
ENSCHAG00000000714	GO:0007155
ENSCHAG00000000714	GO:0016020
ENSCHAG00000000714	GO:0005509
ENSCHAG00000000715	GO:0016592
ENSCHAG00000000715	GO:0006357
ENSCHAG00000000715	GO:0003712
ENSCHAG00000000716	GO:0030008
ENSCHAG00000000716	GO:0048193
ENSCHAG00000000717	GO:0008373
ENSCHAG00000000717	GO:0006486
ENSCHAG00000000718	GO:0016491
ENSCHAG00000000718	GO:0055114
ENSCHAG00000000720	GO:0019104
ENSCHAG00000000720	GO:0006281
ENSCHAG00000000721	GO:0006396
ENSCHAG00000000721	GO:0003723
ENSCHAG00000000721	GO:0005515
ENSCHAG00000000722	GO:0005737
ENSCHAG00000000722	GO:0060271
ENSCHAG00000000722	GO:0044782
ENSCHAG00000000722	GO:0007186
ENSCHAG00000000722	GO:0004930
ENSCHAG00000000722	GO:0016021
ENSCHAG00000000723	GO:0016021
ENSCHAG00000000724	
ENSCHAG00000000725	GO:0046872
ENSCHAG00000000726	GO:0005515
ENSCHAG00000000727	GO:0008289
ENSCHAG00000000728	GO:0005525
ENSCHAG00000000728	GO:0003924
ENSCHAG00000000728	GO:0005509
ENSCHAG00000000729	GO:0006334
ENSCHAG00000000729	GO:0000786
ENSCHAG00000000729	GO:0003677
ENSCHAG00000000730	GO:0016567
ENSCHAG00000000730	GO:0004842
ENSCHAG00000000731	GO:0006749
ENSCHAG00000000731	GO:0005515
ENSCHAG00000000732	GO:0005515
ENSCHAG00000000733	
ENSCHAG00000000734	GO:0010459
ENSCHAG00000000734	GO:0003161
ENSCHAG00000000734	GO:0008016
ENSCHAG00000000734	GO:0016907
ENSCHAG00000000734	GO:0005887
ENSCHAG00000000734	GO:0007186
ENSCHAG00000000734	GO:0004930
ENSCHAG00000000734	GO:0016021
ENSCHAG00000000735	GO:0005811
ENSCHAG00000000735	GO:0006629
ENSCHAG00000000736	GO:0030246
ENSCHAG00000000737	GO:0005525
ENSCHAG00000000737	GO:0048841
ENSCHAG00000000737	GO:0071632
ENSCHAG00000000738	GO:0006865
ENSCHAG00000000738	GO:0022857
ENSCHAG00000000738	GO:0055085
ENSCHAG00000000738	GO:0016020
ENSCHAG00000000738	GO:0016021
ENSCHAG00000000739	
ENSCHAG00000000740	GO:0070121
ENSCHAG00000000740	GO:0006457
ENSCHAG00000000740	GO:0051082
ENSCHAG00000000740	GO:0005524
ENSCHAG00000000741	
ENSCHAG00000000742	GO:0006352
ENSCHAG00000000742	GO:0000786
ENSCHAG00000000742	GO:0046982
ENSCHAG00000000742	GO:0003677
ENSCHAG00000000744	GO:0031463
ENSCHAG00000000744	GO:0016567
ENSCHAG00000000744	GO:0005515
ENSCHAG00000000745	GO:0008083
ENSCHAG00000000745	GO:0007399
ENSCHAG00000000746	GO:0005515
ENSCHAG00000000747	GO:0005525
ENSCHAG00000000749	GO:0030178
ENSCHAG00000000749	GO:0017147
ENSCHAG00000000749	GO:0005886
ENSCHAG00000000750	GO:0007399
ENSCHAG00000000750	GO:0060271
ENSCHAG00000000750	GO:0070121
ENSCHAG00000000752	
ENSCHAG00000000753	GO:0004968
ENSCHAG00000000753	GO:0007186
ENSCHAG00000000753	GO:0016500
ENSCHAG00000000753	GO:0004930
ENSCHAG00000000753	GO:0016021
ENSCHAG00000000756	GO:0006355
ENSCHAG00000000757	GO:0005783
ENSCHAG00000000758	GO:0005681
ENSCHAG00000000758	GO:0000398
ENSCHAG00000000759	GO:0046294
ENSCHAG00000000759	GO:0018738
ENSCHAG00000000760	
ENSCHAG00000000760	GO:0006163
ENSCHAG00000000760	GO:0004385
ENSCHAG00000000761	GO:0045880
ENSCHAG00000000761	GO:0003713
ENSCHAG00000000761	GO:0006355
ENSCHAG00000000762	
ENSCHAG00000000763	GO:0007156
ENSCHAG00000000763	GO:0005886
ENSCHAG00000000763	GO:0007155
ENSCHAG00000000763	GO:0016020
ENSCHAG00000000763	GO:0005509
ENSCHAG00000000765	GO:0016592
ENSCHAG00000000765	GO:0006357
ENSCHAG00000000765	GO:0003712
